"","ADED","zipcode"
"3621",65036,"10002"
"3622",64098,"11209"
"3622.1",64098,"11220"
"3623",65001,"10004"
"3623.1",65001,"10005"
"3623.2",65001,"10006"
"3624",65002,"10005"
"3625",65003,"10005"
"3625.1",65003,"10038"
"3626",65004,"10004"
"3626.1",65004,"10005"
"3627",65005,"10038"
"3628",65006,"10038"
"3629",65007,"10038"
"3630",65013,"10280"
"3630.1",65013,"10004"
"3631",65014,"10280"
"3632",65015,"10280"
"3633",65016,"10280"
"3633.1",65016,"10282"
"3634",65017,"10278"
"3634.1",65017,"10007"
"3634.2",65017,"10013"
"3635",65018,"10002"
"3635.1",65018,"10007"
"3635.2",65018,"10038"
"3636",65034,"10002"
"3637",65019,"10002"
"3637.1",65019,"10038"
"3638",65020,"10038"
"3639",65021,"10002"
"3639.1",65021,"10013"
"3639.2",65021,"10038"
"3640",65022,"10278"
"3640.1",65022,"10007"
"3640.2",65022,"10013"
"3640.3",65022,"10038"
"3641",65023,"10002"
"3641.1",65023,"10013"
"3642",65024,"10013"
"3643",65025,"10002"
"3643.1",65025,"10038"
"3644",65026,"10002"
"3645",65027,"10002"
"3646",65028,"10002"
"3646.1",65028,"10038"
"3647",65029,"10002"
"3647.1",65029,"10038"
"3648",65030,"10002"
"3648.1",65030,"10013"
"3648.2",65030,"10038"
"3649",65031,"10002"
"3650",65032,"10002"
"3651",65033,"10002"
"3651.1",65033,"10038"
"3652",65038,"10002"
"3653",65039,"10002"
"3654",65040,"10002"
"3655",65041,"10002"
"3656",65042,"10002"
"3657",65043,"10002"
"3658",65044,"10002"
"3659",65045,"10002"
"3660",65046,"10002"
"3661",65047,"10002"
"3662",65048,"10002"
"3663",65049,"10002"
"3664",65050,"10002"
"3665",65058,"10002"
"3666",65059,"10002"
"3667",65060,"10002"
"3668",65061,"10002"
"3669",65062,"10002"
"3669.1",65062,"10013"
"3670",65063,"10002"
"3670.1",65063,"10013"
"3671",65064,"10012"
"3671.1",65064,"10013"
"3672",65065,"10013"
"3673",65066,"10012"
"3673.1",65066,"10013"
"3674",65067,"10012"
"3674.1",65067,"10013"
"3675",65068,"10012"
"3676",65069,"10012"
"3677",65070,"10003"
"3677.1",65070,"10012"
"3678",65071,"10002"
"3678.1",65071,"10012"
"3678.2",65071,"10013"
"3679",65072,"10002"
"3679.1",65072,"10003"
"3679.2",65072,"10012"
"3679.3",65072,"10013"
"3680",65073,"10002"
"3681",65074,"10002"
"3681.1",65074,"10003"
"3681.2",65074,"10009"
"3682",65075,"10002"
"3683",65081,"10002"
"3684",65082,"10004"
"3685",65083,"10002"
"3686",65092,"10271"
"3686.1",65092,"10004"
"3686.2",65092,"10005"
"3686.3",65092,"10006"
"3686.4",65092,"10038"
"3687",65093,"10280"
"3687.1",65093,"10282"
"3687.2",65093,"10004"
"3687.3",65093,"10006"
"3687.4",65093,"10007"
"3688",66039,"10003"
"3689",65084,"07305"
"3689.1",65084,"10004"
"3690",65085,"10004"
"3690.1",65085,"10005"
"3690.2",65085,"10038"
"3691",65086,"10004"
"3691.1",65086,"10005"
"3691.2",65086,"10038"
"3692",65087,"10038"
"3693",65094,"10004"
"3693.1",65094,"11201"
"3694",65095,"11231"
"3694.1",65095,"11201"
"3695",65098,"11201"
"3696",66064,"10011"
"3696.1",66064,"10014"
"3697",65088,"10280"
"3697.1",65088,"10004"
"3697.2",65088,"10005"
"3697.3",65088,"10038"
"3698",65089,"10280"
"3698.1",65089,"10004"
"3698.2",65089,"10006"
"3699",65090,"10280"
"3700",65091,"10007"
"3700.1",65091,"10038"
"3701",65099,"10002"
"3701.1",65099,"10009"
"3702",66001,"10280"
"3702.1",66001,"10282"
"3702.2",66001,"10013"
"3703",66002,"10282"
"3704",66003,"10280"
"3704.1",66003,"10282"
"3704.2",66003,"10006"
"3704.3",66003,"10007"
"3704.4",66003,"10013"
"3705",66004,"10279"
"3705.1",66004,"10006"
"3705.2",66004,"10007"
"3705.3",66004,"10038"
"3706",66005,"10278"
"3706.1",66005,"10007"
"3706.2",66005,"10013"
"3707",66006,"10013"
"3708",66007,"10278"
"3708.1",66007,"10279"
"3708.2",66007,"10007"
"3708.3",66007,"10013"
"3708.4",66007,"10038"
"3709",66008,"10282"
"3709.1",66008,"10007"
"3709.2",66008,"10013"
"3710",66009,"10013"
"3711",66010,"10013"
"3712",66011,"10282"
"3712.1",66011,"10013"
"3712.2",66011,"10014"
"3713",66012,"10013"
"3714",66013,"10013"
"3714.1",66013,"10014"
"3715",66014,"10012"
"3715.1",66014,"10013"
"3716",66015,"10012"
"3716.1",66015,"10013"
"3717",66016,"10013"
"3718",66017,"10013"
"3719",66018,"10012"
"3719.1",66018,"10013"
"3720",66019,"10012"
"3720.1",66019,"10013"
"3721",66020,"10002"
"3721.1",66020,"10003"
"3721.2",66020,"10012"
"3722",66021,"10012"
"3723",66022,"10012"
"3724",66023,"10012"
"3725",66024,"10003"
"3725.1",66024,"10012"
"3726",66025,"10003"
"3726.1",66025,"10012"
"3727",66026,"10003"
"3727.1",66026,"10009"
"3727.2",66026,"10012"
"3728",66027,"10002"
"3728.1",66027,"10003"
"3728.2",66027,"10009"
"3729",66028,"10003"
"3730",66029,"10003"
"3731",66030,"10003"
"3731.1",66030,"10009"
"3732",66031,"10003"
"3732.1",66031,"10009"
"3733",66032,"10003"
"3733.1",66032,"10009"
"3734",66033,"10003"
"3734.1",66033,"10009"
"3735",66034,"10003"
"3735.1",66034,"10009"
"3736",66040,"10012"
"3736.1",66040,"10013"
"3737",66041,"10012"
"3737.1",66041,"10013"
"3738",66042,"10012"
"3738.1",66042,"10014"
"3739",66043,"10003"
"3740",66044,"10012"
"3740.1",66044,"10014"
"3741",66045,"10012"
"3742",66046,"10012"
"3742.1",66046,"10014"
"3743",66047,"10003"
"3743.1",66047,"10011"
"3743.2",66047,"10012"
"3744",66048,"10003"
"3745",66049,"10003"
"3745.1",66049,"10011"
"3746",66050,"10003"
"3747",66051,"10003"
"3748",66052,"10003"
"3749",66053,"10003"
"3749.1",66053,"10011"
"3750",66054,"10003"
"3750.1",66054,"10011"
"3751",66055,"10003"
"3752",66056,"10003"
"3752.1",66056,"10011"
"3753",66057,"10003"
"3753.1",66057,"10011"
"3754",66058,"10003"
"3754.1",66058,"10011"
"3755",66059,"10011"
"3756",66060,"10011"
"3757",66061,"10011"
"3758",66062,"10003"
"3758.1",66062,"10011"
"3758.2",66062,"10014"
"3759",66063,"10003"
"3759.1",66063,"10011"
"3759.2",66063,"10012"
"3759.3",66063,"10014"
"3760",66065,"10038"
"3761",66066,"10011"
"3761.1",66066,"10014"
"3762",66067,"10012"
"3762.1",66067,"10014"
"3763",66068,"10012"
"3763.1",66068,"10013"
"3763.2",66068,"10014"
"3764",66069,"10013"
"3764.1",66069,"10014"
"3765",66070,"10014"
"3766",66071,"10014"
"3767",66072,"10014"
"3768",66073,"10014"
"3769",66074,"10014"
"3770",66075,"10014"
"3771",66076,"10014"
"3772",66077,"10014"
"3773",66078,"10014"
"3774",66079,"10014"
"3775",69008,"10025"
"3776",66080,"10014"
"3777",66081,"10014"
"3778",66082,"10011"
"3778.1",66082,"10014"
"3779",66083,"10011"
"3779.1",66083,"10014"
"3780",66084,"10011"
"3780.1",66084,"10014"
"3781",66085,"10014"
"3782",66086,"10011"
"3782.1",66086,"10014"
"3783",66087,"10011"
"3783.1",66087,"10014"
"3784",66088,"10011"
"3785",66089,"10011"
"3785.1",66089,"10014"
"3786",66090,"10011"
"3786.1",66090,"10014"
"3787",66091,"10280"
"3787.1",66091,"10282"
"3788",66092,"10013"
"3788.1",66092,"10014"
"3789",69009,"10024"
"3790",66094,"10007"
"3790.1",66094,"10038"
"3791",66096,"10012"
"3791.1",66096,"10014"
"3792",66097,"10012"
"3793",66098,"10012"
"3793.1",66098,"10013"
"3793.2",66098,"10014"
"3794",66099,"10007"
"3794.1",66099,"10013"
"3795",66100,"10007"
"3795.1",66100,"10038"
"3796",66101,"10003"
"3797",66102,"10003"
"3797.1",66102,"10012"
"3798",66103,"10003"
"3799",66104,"10003"
"3799.1",66104,"10012"
"3800",66105,"10007"
"3800.1",66105,"10013"
"3801",66106,"10003"
"3801.1",66106,"10009"
"3802",67001,"10036"
"3803",67002,"10036"
"3804",67003,"10018"
"3804.1",67003,"10019"
"3804.2",67003,"10036"
"3805",67004,"10019"
"3805.1",67004,"10036"
"3806",67024,"10023"
"3807",67025,"10023"
"3808",67026,"10023"
"3809",67005,"10069"
"3809.1",67005,"10019"
"3809.2",67005,"10036"
"3810",67006,"10019"
"3811",67007,"10019"
"3812",67008,"10019"
"3813",67009,"10019"
"3814",67010,"10019"
"3815",67011,"10019"
"3816",67012,"10019"
"3817",67013,"10019"
"3818",67014,"10019"
"3819",67015,"10019"
"3820",67016,"10019"
"3821",67017,"10019"
"3822",67018,"10019"
"3823",67019,"10019"
"3824",67020,"10069"
"3824.1",67020,"10019"
"3825",67021,"10019"
"3825.1",67021,"10023"
"3826",67022,"10019"
"3826.1",67022,"10023"
"3827",67023,"10019"
"3827.1",67023,"10023"
"3828",67027,"10023"
"3829",67028,"10069"
"3829.1",67028,"10023"
"3830",67029,"10069"
"3830.1",67029,"10023"
"3831",67030,"10069"
"3831.1",67030,"10023"
"3831.2",67030,"10024"
"3832",67031,"10023"
"3833",67032,"10023"
"3834",67033,"10023"
"3835",67034,"10023"
"3836",67035,"10023"
"3837",67036,"10023"
"3838",67037,"10023"
"3839",67038,"10023"
"3840",67039,"10023"
"3841",67040,"10023"
"3842",67041,"10023"
"3843",67042,"10023"
"3844",67043,"10023"
"3845",67044,"10023"
"3846",67045,"10069"
"3846.1",67045,"10023"
"3847",67046,"10069"
"3847.1",67046,"10023"
"3848",67047,"10069"
"3848.1",67047,"10023"
"3849",67051,"10018"
"3849.1",67051,"10019"
"3849.2",67051,"10036"
"3850",67052,"10069"
"3850.1",67052,"10023"
"3850.2",67052,"10024"
"3851",67053,"10023"
"3852",67054,"10023"
"3853",67055,"10023"
"3854",67056,"10023"
"3855",67057,"10023"
"3856",67058,"10023"
"3856.1",67058,"10024"
"3857",67059,"10023"
"3858",67060,"10023"
"3859",67061,"10023"
"3860",67062,"10023"
"3861",67063,"10023"
"3862",67064,"10023"
"3863",67065,"10023"
"3863.1",67065,"10024"
"3864",67066,"10023"
"3864.1",67066,"10024"
"3865",67067,"10023"
"3865.1",67067,"10024"
"3866",67068,"10023"
"3866.1",67068,"10024"
"3867",67069,"10023"
"3867.1",67069,"10024"
"3868",67070,"10023"
"3868.1",67070,"10024"
"3869",67071,"10023"
"3869.1",67071,"10024"
"3870",67073,"10024"
"3871",67074,"10024"
"3872",67075,"10024"
"3873",67076,"10024"
"3874",67077,"10024"
"3875",67078,"10024"
"3876",67079,"10024"
"3877",67080,"10024"
"3878",67081,"10024"
"3879",67082,"10024"
"3880",67083,"10024"
"3881",67084,"10024"
"3882",67085,"10024"
"3883",67086,"10024"
"3883.1",67086,"10025"
"3884",67087,"10024"
"3884.1",67087,"10025"
"3885",67088,"10024"
"3885.1",67088,"10025"
"3886",67089,"10024"
"3887",67090,"10024"
"3888",67091,"10024"
"3889",67112,"10024"
"3890",67113,"10019"
"3890.1",67113,"10023"
"3891",67092,"10024"
"3892",67093,"10024"
"3893",67094,"10024"
"3894",67095,"10024"
"3895",67096,"10024"
"3896",67097,"10024"
"3897",67098,"10024"
"3898",67099,"10024"
"3899",67100,"10023"
"3900",67101,"10069"
"3900.1",67101,"10019"
"3900.2",67101,"10023"
"3901",67102,"10075"
"3901.1",67102,"10021"
"3901.2",67102,"10023"
"3901.3",67102,"10024"
"3902",67105,"10024"
"3903",67106,"10069"
"3903.1",67106,"10023"
"3904",67107,"10069"
"3905",68001,"10128"
"3906",68002,"10128"
"3906.1",68002,"10029"
"3907",68003,"10128"
"3908",68004,"10128"
"3909",68005,"10128"
"3910",68006,"10128"
"3911",68007,"10128"
"3912",68008,"10128"
"3913",68009,"10128"
"3913.1",68009,"10029"
"3914",68010,"10128"
"3915",68011,"10128"
"3915.1",68011,"10029"
"3916",68012,"10029"
"3917",68013,"10029"
"3918",68014,"10128"
"3918.1",68014,"10029"
"3919",68015,"10128"
"3919.1",68015,"10029"
"3920",68016,"10128"
"3920.1",68016,"10029"
"3921",68017,"10128"
"3921.1",68017,"10029"
"3922",68018,"10029"
"3923",68019,"10029"
"3924",68020,"10029"
"3925",68021,"10029"
"3926",68022,"10029"
"3927",68023,"10029"
"3928",68024,"10029"
"3929",68025,"10029"
"3930",68026,"10029"
"3931",68027,"10029"
"3932",68028,"10029"
"3933",68029,"10029"
"3934",68030,"10029"
"3935",68031,"10029"
"3936",68032,"10029"
"3937",68033,"10029"
"3938",68034,"10026"
"3938.1",68034,"10029"
"3939",68035,"10035"
"3940",69010,"10024"
"3941",68036,"10029"
"3942",68037,"10029"
"3943",68038,"10029"
"3944",68039,"10029"
"3945",68040,"10029"
"3946",68041,"10029"
"3947",68042,"10029"
"3948",68043,"10029"
"3949",68044,"10029"
"3950",68045,"10029"
"3951",68046,"10029"
"3952",68047,"10029"
"3953",68048,"10029"
"3954",68049,"10029"
"3955",68050,"10029"
"3956",68051,"10029"
"3957",68052,"10029"
"3958",69011,"10024"
"3959",68053,"10029"
"3960",68054,"10029"
"3961",68055,"10029"
"3962",68056,"10029"
"3963",68057,"10026"
"3963.1",68057,"10029"
"3964",68058,"10026"
"3965",68059,"10026"
"3966",68060,"10026"
"3967",68061,"10026"
"3967.1",68061,"10029"
"3968",68062,"10026"
"3968.1",68062,"10029"
"3968.2",68062,"10035"
"3969",68063,"10029"
"3969.1",68063,"10035"
"3970",68064,"10029"
"3971",68065,"10029"
"3972",68066,"10029"
"3973",68067,"10029"
"3974",69012,"10024"
"3975",68068,"10029"
"3976",68069,"10029"
"3977",68070,"10029"
"3978",68071,"10029"
"3978.1",68071,"10035"
"3979",68072,"10029"
"3979.1",68072,"10035"
"3980",68073,"10029"
"3980.1",68073,"10035"
"3981",68074,"10026"
"3981.1",68074,"10035"
"3982",68075,"10029"
"3982.1",68075,"10035"
"3983",68076,"10029"
"3983.1",68076,"10035"
"3984",68077,"10029"
"3984.1",68077,"10035"
"3985",68078,"10035"
"3986",68079,"10035"
"3987",68080,"10026"
"3987.1",68080,"10027"
"3987.2",68080,"10035"
"3988",68081,"10027"
"3988.1",68081,"10035"
"3989",68082,"10027"
"3989.1",68082,"10035"
"3990",68083,"10035"
"3990.1",68083,"10037"
"3991",68084,"10035"
"3991.1",68084,"10037"
"3992",68085,"10035"
"3993",68086,"10035"
"3994",68087,"10035"
"3995",68088,"10035"
"3996",68089,"10035"
"3997",68090,"10035"
"3998",68091,"10035"
"3999",68092,"10035"
"4000",68093,"10035"
"4001",68115,"10029"
"4002",69001,"10024"
"4003",69002,"10024"
"4004",69003,"10024"
"4005",68094,"10035"
"4006",68095,"10035"
"4006.1",68095,"10037"
"4007",68096,"10026"
"4007.1",68096,"10029"
"4008",68097,"10035"
"4009",68098,"10029"
"4010",69013,"10024"
"4011",68099,"10025"
"4011.1",68099,"10026"
"4011.2",68099,"10029"
"4012",68102,"10029"
"4013",68103,"10029"
"4014",68104,"10029"
"4015",68105,"10037"
"4016",68106,"10035"
"4016.1",68106,"10037"
"4017",68108,"10035"
"4017.1",68108,"10037"
"4018",68109,"10026"
"4018.1",68109,"10029"
"4019",68110,"10029"
"4020",68111,"10128"
"4020.1",68111,"10029"
"4021",68112,"10128"
"4021.1",68112,"10029"
"4022",68113,"10035"
"4023",68114,"10029"
"4024",69004,"10024"
"4025",69015,"10024"
"4026",69016,"10024"
"4027",69017,"10024"
"4027.1",69017,"10025"
"4028",69018,"10024"
"4028.1",69018,"10025"
"4029",69019,"10024"
"4029.1",69019,"10025"
"4030",69020,"10025"
"4031",69021,"10024"
"4031.1",69021,"10025"
"4032",69022,"10024"
"4032.1",69022,"10025"
"4033",69023,"10025"
"4034",69024,"10025"
"4035",69025,"10024"
"4035.1",69025,"10025"
"4036",69026,"10025"
"4037",69027,"10025"
"4038",69028,"10025"
"4039",69029,"10025"
"4040",69030,"10025"
"4041",69031,"10025"
"4042",69032,"10025"
"4043",69033,"10025"
"4044",69034,"10025"
"4045",69036,"10025"
"4046",69037,"10025"
"4047",69038,"10025"
"4048",69039,"10025"
"4049",69040,"10025"
"4050",69041,"10025"
"4051",69042,"10025"
"4052",69043,"10025"
"4053",69044,"10025"
"4054",69045,"10025"
"4055",69046,"10024"
"4055.1",69046,"10025"
"4056",69047,"10025"
"4057",69048,"10024"
"4057.1",69048,"10025"
"4058",69049,"10025"
"4059",69050,"10025"
"4060",69051,"10025"
"4061",69052,"10025"
"4062",69053,"10025"
"4063",69054,"10025"
"4064",69055,"10025"
"4065",69056,"10025"
"4066",69057,"10025"
"4067",69058,"10025"
"4068",69059,"10025"
"4069",69060,"10025"
"4070",69061,"10025"
"4071",69062,"10025"
"4072",69063,"10025"
"4073",69064,"10024"
"4073.1",69064,"10025"
"4074",69065,"10025"
"4075",69066,"10025"
"4076",69067,"10025"
"4077",69068,"10025"
"4078",69069,"10025"
"4079",69070,"10025"
"4080",69071,"10025"
"4081",69072,"10025"
"4082",69073,"10025"
"4083",69074,"10025"
"4084",69075,"10025"
"4085",69076,"10025"
"4086",69077,"10025"
"4087",69109,"10025"
"4087.1",69109,"10026"
"4088",69078,"10024"
"4088.1",69078,"10025"
"4089",69079,"10025"
"4090",69080,"10025"
"4091",69081,"10025"
"4091.1",69081,"10026"
"4092",69082,"10025"
"4092.1",69082,"10026"
"4093",69083,"10025"
"4094",69084,"10025"
"4095",69085,"10025"
"4096",69086,"10024"
"4096.1",69086,"10025"
"4097",69087,"10025"
"4098",69088,"10025"
"4099",69089,"10027"
"4100",69090,"10025"
"4100.1",69090,"10026"
"4100.2",69090,"10027"
"4101",69091,"10025"
"4101.1",69091,"10026"
"4101.2",69091,"10027"
"4102",69092,"10025"
"4103",69093,"10024"
"4103.1",69093,"10025"
"4103.2",69093,"10027"
"4104",69094,"10025"
"4104.1",69094,"10027"
"4105",69095,"10115"
"4105.1",69095,"10024"
"4105.2",69095,"10025"
"4105.3",69095,"10027"
"4106",69096,"10115"
"4106.1",69096,"10024"
"4106.2",69096,"10025"
"4106.3",69096,"10027"
"4107",69097,"10025"
"4107.1",69097,"10027"
"4108",69098,"10027"
"4109",69099,"10027"
"4110",69100,"10027"
"4111",69101,"10027"
"4112",69102,"10027"
"4113",69104,"10075"
"4113.1",69104,"10128"
"4113.2",69104,"10024"
"4113.3",69104,"10025"
"4113.4",69104,"10028"
"4113.5",69104,"10029"
"4114",69105,"10026"
"4115",69108,"10025"
"4115.1",69108,"10027"
"4116",69110,"10025"
"4117",69111,"10025"
"4118",69112,"10025"
"4119",69113,"10024"
"4119.1",69113,"10025"
"4120",69114,"10025"
"4121",69115,"10024"
"4122",70001,"10026"
"4123",70002,"10026"
"4124",70003,"10026"
"4125",70004,"10026"
"4126",70005,"10026"
"4127",70006,"10025"
"4127.1",70006,"10026"
"4128",70007,"10026"
"4129",70008,"10026"
"4130",70009,"10026"
"4130.1",70009,"10035"
"4131",70010,"10026"
"4132",70011,"10026"
"4133",70012,"10025"
"4133.1",70012,"10026"
"4134",70013,"10026"
"4135",70014,"10025"
"4135.1",70014,"10026"
"4135.2",70014,"10027"
"4136",70015,"10026"
"4136.1",70015,"10027"
"4137",70016,"10026"
"4137.1",70016,"10035"
"4138",71030,"10031"
"4139",70017,"10026"
"4139.1",70017,"10027"
"4139.2",70017,"10035"
"4140",70018,"10026"
"4140.1",70018,"10027"
"4141",70019,"10026"
"4141.1",70019,"10027"
"4142",70020,"10026"
"4142.1",70020,"10027"
"4143",70021,"10027"
"4143.1",70021,"10035"
"4144",70022,"10027"
"4145",70023,"10025"
"4145.1",70023,"10027"
"4146",70024,"10027"
"4147",70025,"10027"
"4148",70026,"10027"
"4148.1",70026,"10035"
"4149",70027,"10027"
"4149.1",70027,"10035"
"4150",70028,"10027"
"4150.1",70028,"10035"
"4150.2",70028,"10037"
"4151",70029,"10027"
"4152",70030,"10027"
"4153",70031,"10027"
"4154",70032,"10027"
"4155",70033,"10027"
"4155.1",70033,"10030"
"4156",70034,"10027"
"4156.1",70034,"10030"
"4157",70035,"10027"
"4157.1",70035,"10030"
"4157.2",70035,"10037"
"4158",70036,"10027"
"4158.1",70036,"10035"
"4158.2",70036,"10037"
"4159",87021,"10460"
"4160",70037,"10037"
"4161",70038,"10037"
"4162",70039,"10037"
"4163",70040,"10027"
"4163.1",70040,"10030"
"4163.2",70040,"10037"
"4164",70041,"10030"
"4164.1",70041,"10037"
"4165",70042,"10027"
"4165.1",70042,"10030"
"4165.2",70042,"10037"
"4166",70043,"10027"
"4166.1",70043,"10030"
"4167",70044,"10027"
"4167.1",70044,"10030"
"4168",70045,"10030"
"4168.1",70045,"10037"
"4169",70046,"10037"
"4170",70047,"10037"
"4171",70048,"10037"
"4172",70049,"10030"
"4172.1",70049,"10037"
"4173",70050,"10030"
"4174",70051,"10027"
"4174.1",70051,"10030"
"4175",70052,"10030"
"4176",70053,"10037"
"4177",70069,"10027"
"4177.1",70069,"10031"
"4178",70054,"10037"
"4178.1",70054,"10039"
"4179",70055,"10030"
"4179.1",70055,"10037"
"4179.2",70055,"10039"
"4180",70056,"10030"
"4180.1",70056,"10037"
"4181",70057,"10030"
"4181.1",70057,"10037"
"4182",70058,"10030"
"4182.1",70058,"10037"
"4183",70059,"10030"
"4184",70060,"10030"
"4185",70061,"10030"
"4186",70062,"10030"
"4186.1",70062,"10031"
"4186.2",70062,"10039"
"4187",70063,"10030"
"4187.1",70063,"10031"
"4188",70064,"10025"
"4188.1",70064,"10026"
"4188.2",70064,"10027"
"4189",70065,"10025"
"4189.1",70065,"10027"
"4190",70066,"10026"
"4190.1",70066,"10029"
"4190.2",70066,"10035"
"4191",70067,"10027"
"4192",70068,"10024"
"4192.1",70068,"10027"
"4193",70106,"10025"
"4193.1",70106,"10026"
"4194",70070,"10027"
"4195",70071,"10024"
"4195.1",70071,"10027"
"4195.2",70071,"10031"
"4196",70072,"10027"
"4196.1",70072,"10031"
"4197",70073,"10027"
"4198",70074,"10027"
"4199",70075,"10027"
